index,key,english,thai,status,notes
333,Real_Dev/41,Brain pescafication,สมองกลายเป็นปลา,draft,
334,Real_Dev/42,Shark teeth syndrome,กลุ่มอาการฟันฉลาม,draft,
335,Real_Dev/43,Lung bagisation,ปอดกลายเป็นถุง,draft,
336,Real_Dev/44,Heart petrification,หัวใจกลายเป็นหิน,draft,
337,Real_Dev/45,Heart electrification,หัวใจมีประจุไฟฟ้า,draft,
338,Real_Dev/46,Heart voodooisation,หัวใจกลายเป็นวูดู,draft,
339,Real_Dev/47,Liver bagisation,ตับกลายเป็นถุง,draft,
340,Real_Dev/48,Vintage gastric augmentation,ส่วนเสริมกระเพาะแบบวินเทจ,draft,
341,Real_Dev/49,Kidney electrification,ไตมีประจุไฟฟ้า,draft,
342,Real_Dev/50,Skull bumps,กะโหลกเป็นปุ่มนูน,draft,
343,Real_Dev/51,Class [REDACTED] bionic skull,กะโหลกไบโอนิกระดับ [REDACTED],draft,
344,Real_Dev/52,Class [REDACTED] bionic ribs,ซี่โครงไบโอนิกระดับ [REDACTED],draft,
345,Real_Dev/53,Class [REDACTED] bionic left humerus,กระดูกต้นแขนซ้ายไบโอนิกระดับ [REDACTED],draft,
346,Real_Dev/54,Class [REDACTED] bionic right humerus,กระดูกต้นแขนขวาไบโอนิกระดับ [REDACTED],draft,
347,Real_Dev/55,Coral Bone Transformation,กระดูกกลายสภาพเป็นปะการัง,draft,
348,Real_Dev/56,Bone Ichthyization,กระดูกกลายสภาพเป็นปลา,draft,
349,Real_Dev/57,Skull Ichthyization,กะโหลกกลายสภาพเป็นปลา,draft,
350,Real_Dev/58,Tentacles in the Photo,หนวดหลายเส้นในภาพถ่าย,draft,
351,Real_Dev/59,Tentacle in the Photo,หนวดในภาพถ่าย,draft,
352,Real_Dev/60,Predatory Nematode in the Photo,หนอนตัวกลมล่าเหยื่อในภาพถ่าย,draft,
353,Real_Dev/61,Coral Growth on the Skin,ปะการังงอกบนผิวหนัง,draft,
354,Real_Dev/62,Liver with Eyes,ตับมีดวงตา,draft,
355,Real_Dev/63,Stomach with Eyes,กระเพาะมีดวงตา,draft,
356,Real_Dev/64,Heart Behelitization,หัวใจกลายเป็นเบเฮลิต,draft,
357,Real_Dev/65,Octopus Heart-Snatcher,หมึกยักษ์ขโมยหัวใจ,draft,
358,Real_Dev/66,Algal Kidney Transformation,ไตกลายสภาพเป็นสาหร่าย,draft,
359,Real_Dev/67,Algal Lung Transformation,ปอดกลายสภาพเป็นสาหร่าย,draft,
360,Real_Dev/68,Subdermal Power Circuits,วงจรพลังงานใต้ผิวหนัง,draft,
361,Real_Dev/69,Technomancer's Wax Seal on the Skin,ตราประทับขี้ผึ้งของเทคโนแมนเซอร์บนผิวหนัง,draft,
362,Real_Dev/70,Bone-Mounted Wires,สายไฟยึดติดกระดูก,draft,
363,Real_Dev/71,Technomancer's Brain,สมองของเทคโนแมนเซอร์,draft,
364,Real_Dev/72,Atomic Heart,หัวใจปรมาณู,draft,
365,Real_Dev/73,Technomancer's Lung,ปอดของเทคโนแมนเซอร์,draft,
366,Real_Dev/74,Magmatic Heart,หัวใจแมกมา,draft,
367,Real_Dev/75,Technomancer's Enlarged Liver,ตับขยายใหญ่ของเทคโนแมนเซอร์,draft,
368,Real_Dev/76,Technomancer's Stomach,กระเพาะของเทคโนแมนเซอร์,draft,
369,Real_Dev/77,Technomancer's Cubic Kidney,ไตทรงลูกบาศก์ของเทคโนแมนเซอร์,draft,
370,Real_Dev/78,Zeros and Ones in the Photo,เลขศูนย์และหนึ่งในภาพถ่าย,draft,
371,Real_Dev/79,Man Made of Zeros and Ones in the Photo,มนุษย์ที่ประกอบจากเลขศูนย์และหนึ่งในภาพถ่าย,draft,
372,Real_Dev/80,Blue Crystal on the Skin,ผลึกสีน้ำเงินบนผิวหนัง,draft,
373,Real_Dev/81,Gemstones in the Bones,อัญมณีในกระดูก,draft,
374,Real_Dev/82,Blue Ritual Patterns on the Bones,ลวดลายพิธีกรรมสีน้ำเงินบนกระดูก,draft,
375,Real_Dev/83,Fingerprints on the Document,ลายนิ้วมือบนเอกสาร,draft,
376,Real_Dev/84,Unusual Prints on the Document,รอยพิมพ์ผิดปกติบนเอกสาร,draft,
377,Real_Dev/85,Blood Traces on the Document,คราบเลือดบนเอกสาร,draft,
378,Real_Dev/86,Cluster of Spheres in the Photo,กลุ่มทรงกลมในภาพถ่าย,draft,
379,Real_Dev/87,Wrong Photo in the Passport,รูปถ่ายในหนังสือเดินทางไม่ตรง,draft,
380,Real_Dev/88,Wrong Photo on the Pass,รูปถ่ายบนบัตรผ่านไม่ตรง,draft,
381,Real_Dev/89,Wrong Passport Number,หมายเลขหนังสือเดินทางไม่ถูกต้อง,draft,
382,Real_Dev/90,Wrong Pass Number,หมายเลขบัตรผ่านไม่ถูกต้อง,draft,
383,Real_Dev/91,Unseen Observer in the Photo,ผู้สังเกตการณ์ที่มองไม่เห็นในภาพถ่าย,draft,
384,Real_Dev/92,Portal-Type Reality Rift in the Photo,รอยแยกความเป็นจริงประเภทประตูมิติในภาพถ่าย,draft,
385,Real_Dev/93,Phantom Undertaker in the Photo,สัปเหร่อเงาในภาพถ่าย,draft,
386,Real_Dev/94,Burnt-Out Eyes in the Photo,ดวงตาไหม้เกรียมในภาพถ่าย,draft,
387,Real_Dev/95,Phantom Hound in the Photo,สุนัขล่าเนื้อปีศาจในภาพถ่าย,draft,
388,Real_Dev/96,Puppet Strings in the Photo,สายเชิดหุ่นในภาพถ่าย,draft,
389,Real_Dev/97,Anomalous Manifestations Captured by the Elevator Camera,ปรากฏการณ์ผิดปกติที่กล้องลิฟต์บันทึกไว้,draft,
390,Real_Dev/98,Homemade Explosive Device,วัตถุระเบิดทำเอง,draft,
391,Real_Dev/99,Cerebral Crystal Formations,ผลึกก่อตัวในสมอง,draft,
392,Real_Dev/100,Crystal Heart,หัวใจผลึก,draft,
393,Real_Dev/101,Total Kidney Crystallization,ไตตกผลึกทั้งหมด,draft,
394,Real_Dev/102,Liver Replaced with a Ritual Pouch,ตับถูกแทนที่ด้วยถุงพิธีกรรม,draft,
395,Real_Dev/103,Lung Transformed into a Worm-Ridden Tree,ปอดกลายเป็นต้นไม้ที่เต็มไปด้วยหนอน,draft,
396,Real_Dev/104,Lava Stomach,กระเพาะลาวา,draft,
397,Real_Dev/105,Ritual Tattoos on the Skin,รอยสักพิธีกรรมบนผิวหนัง,draft,
398,Real_Dev/106,Spirits with a Hole in the Chest in the Photo,วิญญาณมีรูที่ทรวงอกในภาพถ่าย,draft,
399,Real_Dev/107,Spirit Trying to Crawl into Our World in the Photo,วิญญาณพยายามคลานเข้ามาในโลกของเราในภาพถ่าย,draft,
400,Real_Dev/108,Reality Rift in the Photo,รอยแยกความเป็นจริงในภาพถ่าย,draft,
401,Real_Dev/109,Head Hypothermia,ศีรษะเย็นเกิน,draft,
402,Real_Dev/110,Chest Hypothermia,ทรวงอกเย็นเกิน,draft,
403,Real_Dev/111,Gray Hands in the Photo,มือสีเทาในภาพถ่าย,draft,
404,Real_Dev/112,Rain Cloud in the Photo,เมฆฝนในภาพถ่าย,draft,
405,Real_Dev/113,Clots of Gray Goo on the Skin,ก้อนเมือกเทาบนผิวหนัง,draft,
406,Real_Dev/114,Bone Made of Gray Goo,กระดูกทำจากเมือกเทา,draft,
407,Real_Dev/115,Ribs Made of Gray Goo,ซี่โครงทำจากเมือกเทา,draft,
408,Real_Dev/116,Vertebrae Made of Gray Goo,กระดูกสันหลังทำจากเมือกเทา,draft,
409,Real_Dev/117,Sternum Made of Gray Goo,กระดูกอกทำจากเมือกเทา,draft,
410,Real_Dev/118,Skull Made of Gray Goo,กะโหลกทำจากเมือกเทา,draft,
411,Real_Dev/119,Brain Made of Gray Goo Jelly,สมองทำจากวุ้นเมือกเทา,draft,
412,Real_Dev/120,Sphere with Spikes Instead of a Heart,ทรงกลมมีหนามแทนหัวใจ,draft,
413,Real_Dev/121,Sphere with Spikes Instead of a Lung,ทรงกลมมีหนามแทนปอด,draft,
414,Real_Dev/122,Liver Container for Gray Goo,ตับเป็นภาชนะบรรจุเมือกเทา,draft,
415,Real_Dev/123,Stomach Container for Gray Goo,กระเพาะเป็นภาชนะบรรจุเมือกเทา,draft,
416,Real_Dev/124,Kidney Replaced with a Gray Goo Sphere,ไตถูกแทนที่ด้วยทรงกลมเมือกเทา,draft,
417,Real_Dev/125,Sharpened Teeth,ฟันลับคม,draft,
418,Real_Dev/126,Black Fungal Growths on the Skin,เชื้อราสีดำงอกบนผิวหนัง,draft,
419,Real_Dev/127,Gray Fungal Growths on the Skin,เชื้อราสีเทางอกบนผิวหนัง,draft,
420,Real_Dev/128,Reddish Fungal Growths on the Skin,เชื้อราสีแดงเรื่อที่งอกบนผิวหนัง,draft,
421,Real_Dev/129,Bones Afflicted by Green Mold,กระดูกติดราสีเขียว,draft,
422,Real_Dev/130,Toadstoolization of the Skull,กะโหลกกลายเป็นเห็ดพิษ,draft,
423,Real_Dev/131,Fungal Affliction of the Liver,ตับติดเชื้อรา,draft,
424,Real_Dev/132,Fungoid Affliction of the Brain,สมองติดเชื้อราฟังกอยด์,draft,
425,Real_Dev/133,Fungoid Transformation of the Stomach,กระเพาะกลายสภาพเป็นฟังกอยด์,draft,
426,Real_Dev/134,Fungoid Transformation of the Lung,ปอดกลายสภาพเป็นฟังกอยด์,draft,
427,Real_Dev/135,Fungoid Transformation of the Kidney,ไตกลายสภาพเป็นฟังกอยด์,draft,
428,Real_Dev/136,Heart-Shaped Mask in the Photo,หน้ากากรูปหัวใจในภาพถ่าย,draft,
429,Real_Dev/137,Malicious Toadstool in the Photo,เห็ดพิษชั่วร้ายในภาพถ่าย,draft,
430,Real_Dev/138,Mushroom Fairy in the Photo,ภูตเห็ดในภาพถ่าย,draft,
431,Real_Dev/139,Fungal Overgrowth in the Photo,เชื้อรางอกล้นในภาพถ่าย,draft,
432,Real_Dev/140,Bone Replaced with Fungal Honeycomb,กระดูกถูกแทนที่ด้วยรังผึ้งเชื้อรา,draft,
433,Real_Dev/141,Blue-Fungal Transformation of the Brain,สมองกลายสภาพเป็นเชื้อราสีน้ำเงิน,draft,
434,Real_Dev/142,Inky Heart,หัวใจหมึกดำ,draft,
435,Real_Dev/143,Morel Transformation of the Kidney,ไตกลายสภาพเป็นเห็ดมอเรล,draft,
436,Real_Dev/144,Blood-Fungal Transformation of the Liver,ตับกลายสภาพเป็นเชื้อราเลือด,draft,
437,Real_Dev/145,Malicious Fungal Stomach,กระเพาะเชื้อราชั่วร้าย,draft,
438,Real_Dev/146,Mold Growth on the Lung,รางอกบนปอด,draft,
439,Real_Dev/147,Yellow Moss on the Skin,มอสสีเหลืองบนผิวหนัง,draft,
440,Real_Dev/148,Necrotic Affliction of the Skin,ผิวหนังเป็นเนื้อตาย,draft,
441,Real_Dev/149,Red Color Mentioned in the Rorschach Test Answers,กล่าวถึงสีแดงในคำตอบแบบทดสอบรอร์ชาค,draft,
442,Real_Dev/150,Blue Color Mentioned in the Rorschach Test Answers,กล่าวถึงสีน้ำเงินในคำตอบแบบทดสอบรอร์ชาค,draft,
443,Real_Dev/151,Green Color Mentioned in the Rorschach Test Answers,กล่าวถึงสีเขียวในคำตอบแบบทดสอบรอร์ชาค,draft,
444,Real_Dev/152,White Color Mentioned in the Rorschach Test Answers,กล่าวถึงสีขาวในคำตอบแบบทดสอบรอร์ชาค,draft,
445,Real_Dev/153,Black Color Mentioned in the Rorschach Test Answers,กล่าวถึงสีดำในคำตอบแบบทดสอบรอร์ชาค,draft,
446,Instructions/1,Anomalies in the photo,สิ่งผิดปกติในภาพถ่าย,draft,
447,Instructions/2,External body anomalies,สิ่งผิดปกติภายนอกร่างกาย,draft,
448,Instructions/3,Internal organ anomalies,สิ่งผิดปกติที่อวัยวะภายใน,draft,
449,Instructions/4,Bone anomalies,สิ่งผิดปกติที่กระดูก,draft,
450,Instructions/5,Hypothermic areas,บริเวณอุณหภูมิต่ำผิดปกติ,draft,
451,Instructions/6,Hyperthermic areas,บริเวณอุณหภูมิสูงผิดปกติ,draft,
452,Instructions/7,Forged medical certificate,ใบรับรองแพทย์ปลอม,draft,
453,Instructions/8,"Mismatched details between passport and pass (name, number, or photo)",ข้อมูลในหนังสือเดินทางกับบัตรผ่านไม่ตรงกัน (ชื่อ หมายเลข หรือรูปถ่าย),draft,
454,Instructions/9,Fake name on passport or pass,ชื่อปลอมในหนังสือเดินทางหรือบัตรผ่าน,draft,
455,Instructions/10,Enlarged internal organs,อวัยวะภายในขยายใหญ่,draft,
456,Instructions/11,External neck anomalies,สิ่งผิดปกติภายนอกที่คอ,draft,
457,Instructions/12,Skull anomalies,สิ่งผิดปกติที่กะโหลก,draft,
458,Instructions/13,Rib anomalies,สิ่งผิดปกติที่ซี่โครง,draft,
459,Instructions/14,Arm bone anomalies,สิ่งผิดปกติที่กระดูกแขน,draft,
460,Instructions/15,Spine anomalies,สิ่งผิดปกติที่กระดูกสันหลัง,draft,
461,Instructions/16,External torso anomalies,สิ่งผิดปกติภายนอกที่ลำตัว,draft,
